objective,GEOID,assigned_site_id,assigned_site_name,distance_m
min_worst_case,420032023002,4,Mount Washington Senior Center,6524.90511712445
min_worst_case,420032023003,4,Mount Washington Senior Center,5626.413681358933
min_worst_case,420034885002,0,Greenfield Senior Center,9896.5578983075
min_worst_case,420032703002,2,Sheraden Senior Center,5241.904586816899
min_worst_case,420031920004,4,Mount Washington Senior Center,4927.832774110104
min_worst_case,420034838002,0,Greenfield Senior Center,3243.6673438779853
min_worst_case,420031302002,1,Homewood Senior Center,490.8210360670074
min_worst_case,420031916003,4,Mount Washington Senior Center,3660.32666852512
min_worst_case,420031702002,3,South Side Senior Center,1979.9331738395083
min_worst_case,420034291002,86,WOODS RUN LIBRARY,4948.8146059497185
min_worst_case,420034639001,2,Sheraden Senior Center,4609.040597936758
min_worst_case,420031517002,0,Greenfield Senior Center,744.8136154850456
min_worst_case,420035641001,2,Sheraden Senior Center,6825.627686757754
min_worst_case,420034705021,4,Mount Washington Senior Center,8226.55818269749
min_worst_case,420034658001,2,Sheraden Senior Center,3261.6953621412454
min_worst_case,420034690001,4,Mount Washington Senior Center,5309.68475873852
min_worst_case,420031014002,1,Homewood Senior Center,5305.828506804558
min_worst_case,420035153002,0,Greenfield Senior Center,4858.203052877422
min_worst_case,420035231003,1,Homewood Senior Center,2413.479431669642
min_worst_case,420031918003,4,Mount Washington Senior Center,5648.203332974855
min_worst_case,420035630002,2,Sheraden Senior Center,2336.8523144532637
min_worst_case,420032022003,2,Sheraden Senior Center,986.1478111517866
min_worst_case,420032814002,2,Sheraden Senior Center,2173.3236510450524
min_worst_case,420035627002,4,Mount Washington Senior Center,4670.6232982467145
min_worst_case,420030402001,3,South Side Senior Center,3255.9578426631715
min_worst_case,420034240002,1,Homewood Senior Center,9744.498453535633
min_worst_case,420031115001,1,Homewood Senior Center,3608.7990021059572
min_worst_case,420031019001,1,Homewood Senior Center,4960.047880818332
min_worst_case,420031019002,1,Homewood Senior Center,4644.008126278606
min_worst_case,420031019003,1,Homewood Senior Center,4277.409928735949
min_worst_case,420031307002,1,Homewood Senior Center,652.7163140743953
min_worst_case,420031115003,1,Homewood Senior Center,2327.5781585895734
min_worst_case,420031209002,1,Homewood Senior Center,1768.3870024254027
min_worst_case,420031209001,1,Homewood Senior Center,2304.3727813511873
min_worst_case,420031307003,1,Homewood Senior Center,992.9893781636051
min_worst_case,420031412003,1,Homewood Senior Center,1867.6971551524202
min_worst_case,420030103022,3,South Side Senior Center,2833.2686004790958
min_worst_case,420031308002,1,Homewood Senior Center,493.95923024684043
min_worst_case,420031308003,1,Homewood Senior Center,837.4418066130058
min_worst_case,420031307001,1,Homewood Senior Center,999.0467241275041
min_worst_case,420031308001,1,Homewood Senior Center,945.9590840321514
min_worst_case,420035648001,1,Homewood Senior Center,2295.6665550918824
min_worst_case,420030103011,3,South Side Senior Center,3385.620653104718
min_worst_case,420030406002,0,Greenfield Senior Center,3763.9726386215107
min_worst_case,420035653001,3,South Side Senior Center,8145.968627767708
min_worst_case,420034883002,0,Greenfield Senior Center,9388.194650628737
min_worst_case,420033001003,4,Mount Washington Senior Center,2911.1745579068097
min_worst_case,420031403004,1,Homewood Senior Center,3043.0973135643717
min_worst_case,420033001004,4,Mount Washington Senior Center,3418.83350261911
min_worst_case,420030103021,4,Mount Washington Senior Center,3376.1301220529
min_worst_case,420030305003,4,Mount Washington Senior Center,3482.2293059556064
min_worst_case,420034644002,2,Sheraden Senior Center,2801.4792254992185
min_worst_case,420035632011,4,Mount Washington Senior Center,4197.797456518081
min_worst_case,420035632021,4,Mount Washington Senior Center,4628.728287842349
min_worst_case,420032413002,4,Mount Washington Senior Center,6220.5867337884565
min_worst_case,420035632022,4,Mount Washington Senior Center,5229.596294266347
min_worst_case,420035652002,4,Mount Washington Senior Center,6652.388054080871
min_worst_case,420031412002,1,Homewood Senior Center,2058.5488486953004
min_worst_case,420035652003,4,Mount Washington Senior Center,6347.332542372539
min_worst_case,420035651001,4,Mount Washington Senior Center,5239.325235011718
min_worst_case,420032413001,4,Mount Washington Senior Center,6339.055555688763
min_worst_case,420032613002,2,Sheraden Senior Center,10302.57895887431
min_worst_case,420032613001,4,Mount Washington Senior Center,7979.665081017354
min_worst_case,420032716001,2,Sheraden Senior Center,6903.436162075489
min_worst_case,420032716003,2,Sheraden Senior Center,6522.425487432475
min_worst_case,420032716002,2,Sheraden Senior Center,6860.796006067674
min_worst_case,420035652001,4,Mount Washington Senior Center,6086.549366462968
min_worst_case,420032716004,2,Sheraden Senior Center,7521.630419916963
min_worst_case,420035648002,1,Homewood Senior Center,1755.913636886754
min_worst_case,420031306002,1,Homewood Senior Center,2611.4053487334922
min_worst_case,420035629011,0,Greenfield Senior Center,2873.503389453937
min_worst_case,420035629012,0,Greenfield Senior Center,1569.359374070364
min_worst_case,420031403005,1,Homewood Senior Center,3093.248225107725
min_worst_case,420031610001,3,South Side Senior Center,3003.197446264032
min_worst_case,420031608002,3,South Side Senior Center,854.9173495445498
min_worst_case,420035626002,2,Sheraden Senior Center,2898.0156338157935
min_worst_case,420035625002,2,Sheraden Senior Center,989.0829636731265
min_worst_case,420031609003,3,South Side Senior Center,926.3298808941186
min_worst_case,420032413003,4,Mount Washington Senior Center,6992.381893659791
max_coverage,420031702004,45,Oliver Bath House,1039.0795791934956
max_coverage,420034690003,0,Greenfield Senior Center,13806.129630079
max_coverage,420032904004,0,Greenfield Senior Center,10390.405087686831
max_coverage,420030901002,0,Greenfield Senior Center,7712.587959311613
max_coverage,420034721001,0,Greenfield Senior Center,12473.100003464277
max_coverage,420035623001,0,Greenfield Senior Center,3764.88274709213
max_coverage,420035631001,0,Greenfield Senior Center,11756.637756183254
max_coverage,420031517005,0,Greenfield Senior Center,529.4589618971697
max_coverage,420034885001,0,Greenfield Senior Center,9046.673036925624
max_coverage,420035630003,0,Greenfield Senior Center,14093.192244023463
max_coverage,420033001005,77,KNOXVILLE LIBRARY,830.5698906198712
max_coverage,420035624003,0,Greenfield Senior Center,8347.097013155804
max_coverage,420035631002,0,Greenfield Senior Center,12758.091282135198
max_coverage,420034722002,0,Greenfield Senior Center,13512.655479900777
max_coverage,420031915002,4,Mount Washington Senior Center,1070.9004099862618
max_coverage,420031914002,4,Mount Washington Senior Center,872.6558403445173
max_coverage,420039809001,0,Greenfield Senior Center,12793.38839021785
max_coverage,420031911001,0,Greenfield Senior Center,9966.139478414432
max_coverage,420034782003,0,Greenfield Senior Center,11594.015083994924
max_coverage,420032509001,0,Greenfield Senior Center,9172.913417035697
max_coverage,420032614004,0,Greenfield Senior Center,10178.23093620213
max_coverage,420035625003,2,Sheraden Senior Center,526.150353478007
max_coverage,420034270002,0,Greenfield Senior Center,8923.49316034484
max_coverage,420035628001,0,Greenfield Senior Center,15631.571581483528
max_coverage,420034643002,0,Greenfield Senior Center,13958.115612276322
max_coverage,420031414005,0,Greenfield Senior Center,1366.3644828193826
max_coverage,420032614001,0,Greenfield Senior Center,10449.885584845186
max_coverage,420035628002,0,Greenfield Senior Center,14705.2534495506
max_coverage,420031306001,0,Greenfield Senior Center,7439.512397097442
max_coverage,420035623003,0,Greenfield Senior Center,2932.4471745238334
max_coverage,420031018002,0,Greenfield Senior Center,8599.350285333268
max_coverage,420030802002,0,Greenfield Senior Center,6122.40003481779
max_coverage,420031414004,0,Greenfield Senior Center,2725.702852824343
max_coverage,420032023004,0,Greenfield Senior Center,12483.796704113889
max_coverage,420032708003,0,Greenfield Senior Center,13390.160614846267
max_coverage,420034600021,0,Greenfield Senior Center,18427.380275935666
max_coverage,420032620003,0,Greenfield Senior Center,10604.565631126927
max_coverage,420034250004,0,Greenfield Senior Center,11088.772649516892
max_coverage,420034592011,0,Greenfield Senior Center,17548.255169840202
max_coverage,420034281001,0,Greenfield Senior Center,10739.819337252371
max_coverage,420034281002,0,Greenfield Senior Center,10812.12788024134
max_coverage,420034282002,0,Greenfield Senior Center,12479.924408595458
max_coverage,420034297002,0,Greenfield Senior Center,14327.454585205587
max_coverage,420035626001,0,Greenfield Senior Center,10748.516521732097
max_coverage,420035624002,0,Greenfield Senior Center,8999.421747103948
max_coverage,420035619002,0,Greenfield Senior Center,7779.4770835551235
max_coverage,420039818001,0,Greenfield Senior Center,8862.481478590958
max_coverage,420035625001,2,Sheraden Senior Center,997.9139866098261
max_coverage,420035620002,0,Greenfield Senior Center,4897.628383118068
max_coverage,420031516002,0,Greenfield Senior Center,985.3938870489756
max_coverage,420034705011,0,Greenfield Senior Center,15164.049287026312
max_coverage,420031106002,0,Greenfield Senior Center,7179.631294262294
max_coverage,420035154013,0,Greenfield Senior Center,5872.236861018001
max_coverage,420035620003,80,MAIN (OAKLAND) LIBRARY,1205.063185954818
max_coverage,420030902003,0,Greenfield Senior Center,6639.901113443201
max_coverage,420031011003,0,Greenfield Senior Center,9071.368137287274
max_coverage,420035604002,0,Greenfield Senior Center,5360.90626088535
max_coverage,420034311002,0,Greenfield Senior Center,14769.366070241906
max_coverage,420030409003,0,Greenfield Senior Center,4109.449032304857
max_coverage,420030201005,0,Greenfield Senior Center,6856.316988036387
max_coverage,420030603001,0,Greenfield Senior Center,6862.5324724914435
max_coverage,420031608001,3,South Side Senior Center,820.8855196866812
max_coverage,420032904003,0,Greenfield Senior Center,11596.356307249273
max_coverage,420035154011,0,Greenfield Senior Center,5546.230076439423
max_coverage,420035154012,0,Greenfield Senior Center,5049.6961720265745
max_coverage,420035605001,0,Greenfield Senior Center,5268.357817794595
max_coverage,420035614002,0,Greenfield Senior Center,9181.596759767694
max_coverage,420035614003,0,Greenfield Senior Center,8249.383213702857
max_coverage,420031916004,0,Greenfield Senior Center,11153.67240096114
max_coverage,420034643003,0,Greenfield Senior Center,12968.648815939243
max_coverage,420039807001,0,Greenfield Senior Center,8578.053633791966
max_coverage,420035627001,0,Greenfield Senior Center,8838.09951759645
max_coverage,420032615002,0,Greenfield Senior Center,11005.842951139246
max_coverage,420030709003,80,MAIN (OAKLAND) LIBRARY,1189.1044691662341
max_coverage,420039806001,0,Greenfield Senior Center,10068.381147429007
max_coverage,420031903002,4,Mount Washington Senior Center,818.8413925546172
max_coverage,420031517003,0,Greenfield Senior Center,611.0682985012094
max_coverage,420031517004,0,Greenfield Senior Center,775.6110871859491
max_coverage,420031609002,3,South Side Senior Center,716.7568304483855
max_coverage,420031702001,45,Oliver Bath House,333.44427236522154
max_coverage,420031702003,45,Oliver Bath House,482.93891849173593
max_coverage,420031706001,45,Oliver Bath House,863.4871620580129
max_coverage,420031706002,77,KNOXVILLE LIBRARY,1015.6860604217084
max_coverage,420031807003,0,Greenfield Senior Center,8136.748908006678
max_coverage,420031903001,4,Mount Washington Senior Center,945.0659833900139
max_coverage,420031916002,0,Greenfield Senior Center,10582.573235588005
max_coverage,420031916005,0,Greenfield Senior Center,11396.416515470026
max_coverage,420031917001,0,Greenfield Senior Center,11199.740541599249
max_coverage,420031917002,70,BROOKLINE LIBRARY,942.949819643969
max_coverage,420031918002,70,BROOKLINE LIBRARY,687.009579570253
max_coverage,420031918004,70,BROOKLINE LIBRARY,532.6962632873417
max_coverage,420031918005,0,Greenfield Senior Center,13231.712965603469
max_coverage,420031918006,0,Greenfield Senior Center,12642.852361932019
max_coverage,420031918007,70,BROOKLINE LIBRARY,1128.4944184767646
max_coverage,420031919001,70,BROOKLINE LIBRARY,391.51651738574395
max_coverage,420031919002,70,BROOKLINE LIBRARY,324.62932962293155
max_coverage,420031919003,70,BROOKLINE LIBRARY,623.1806433395939
max_coverage,420031918001,70,BROOKLINE LIBRARY,411.78441808489015
max_coverage,420030806002,0,Greenfield Senior Center,5369.1864727515585
max_coverage,420031403002,0,Greenfield Senior Center,2698.05987824783
max_coverage,420031609001,3,South Side Senior Center,918.3788191275033
max_coverage,420031803001,0,Greenfield Senior Center,7697.118272674094
max_coverage,420031803002,77,KNOXVILLE LIBRARY,1027.092240137545
max_coverage,420031803003,77,KNOXVILLE LIBRARY,944.2830220632476
max_coverage,420031807002,4,Mount Washington Senior Center,1071.8141657415056
max_coverage,420031911002,0,Greenfield Senior Center,9987.068519054937
max_coverage,420031914001,4,Mount Washington Senior Center,155.98516476170545
max_coverage,420032614002,0,Greenfield Senior Center,9696.280176981561
max_coverage,420032701001,0,Greenfield Senior Center,13411.763208171777
max_coverage,420032701002,0,Greenfield Senior Center,13802.727494638728
max_coverage,420032703001,0,Greenfield Senior Center,12466.259515353473
max_coverage,420032708001,0,Greenfield Senior Center,13539.526848426578
max_coverage,420034804001,0,Greenfield Senior Center,12407.0432803661
max_coverage,420032708002,0,Greenfield Senior Center,12517.207803555068
max_coverage,420032902005,0,Greenfield Senior Center,9093.275012414992
max_coverage,420033102001,0,Greenfield Senior Center,7230.683104412772
max_coverage,420033102002,0,Greenfield Senior Center,8465.914881481025
max_coverage,420033204001,0,Greenfield Senior Center,12400.318485983755
max_coverage,420033204002,0,Greenfield Senior Center,11345.607676875126
max_coverage,420033206001,0,Greenfield Senior Center,11436.748100629164
max_coverage,420030203001,0,Greenfield Senior Center,7692.504438318651
max_coverage,420030305001,0,Greenfield Senior Center,5902.369596140208
max_coverage,420030305002,0,Greenfield Senior Center,5340.742579870094
max_coverage,420030506001,0,Greenfield Senior Center,5693.745148886803
max_coverage,420030506002,0,Greenfield Senior Center,5347.238085290796
max_coverage,420030509001,0,Greenfield Senior Center,6356.449099398331
max_coverage,420030510001,0,Greenfield Senior Center,5185.966283559634
max_coverage,420034315004,0,Greenfield Senior Center,15404.680199356299
max_coverage,420035604001,0,Greenfield Senior Center,5841.185000983827
max_coverage,420030802001,0,Greenfield Senior Center,5998.480892910434
max_coverage,420030804001,0,Greenfield Senior Center,5229.919900084462
max_coverage,420030804002,0,Greenfield Senior Center,4898.095154485434
max_coverage,420030806001,0,Greenfield Senior Center,5682.001702988813
max_coverage,420030807001,12,East Liberty Community Center,738.2865615926627
max_coverage,420030807002,12,East Liberty Community Center,1027.7393541470574
max_coverage,420030809001,0,Greenfield Senior Center,5809.994198160919
max_coverage,420030809002,0,Greenfield Senior Center,5970.4387299639075
max_coverage,420032814001,0,Greenfield Senior Center,13109.858909879598
max_coverage,420032815001,0,Greenfield Senior Center,11872.352367997002
max_coverage,420032901001,0,Greenfield Senior Center,9805.956408068298
max_coverage,420034211004,0,Greenfield Senior Center,16275.41036675339
max_coverage,420034230002,0,Greenfield Senior Center,13845.239205130423
max_coverage,420031401002,0,Greenfield Senior Center,2875.4069409219483
max_coverage,420031402001,0,Greenfield Senior Center,3744.8210511712505
max_coverage,420031402002,0,Greenfield Senior Center,3536.91643482755
max_coverage,420031403003,0,Greenfield Senior Center,3039.3159607646894
max_coverage,420031404001,0,Greenfield Senior Center,4588.989279945377
max_coverage,420031404002,0,Greenfield Senior Center,4133.987602001954
max_coverage,420039822001,80,MAIN (OAKLAND) LIBRARY,725.2260043862249
max_coverage,420035630001,0,Greenfield Senior Center,15810.94848484602
max_coverage,420034772004,0,Greenfield Senior Center,13426.843978169334
max_coverage,420035624001,0,Greenfield Senior Center,9557.438287156634
max_coverage,420034731001,0,Greenfield Senior Center,14235.35749352296
max_coverage,420035620001,80,MAIN (OAKLAND) LIBRARY,1001.5055586124048
max_coverage,420034721002,0,Greenfield Senior Center,12927.940042514456
max_coverage,420034722001,0,Greenfield Senior Center,13209.040968423778
max_coverage,420034723001,70,BROOKLINE LIBRARY,1067.019133811983
max_coverage,420034781001,0,Greenfield Senior Center,11703.188825688056
max_coverage,420034781004,0,Greenfield Senior Center,11952.723120031587
max_coverage,420030709004,0,Greenfield Senior Center,4433.8427805137335
max_coverage,420034733001,0,Greenfield Senior Center,13471.445130365946
max_coverage,420034790001,0,Greenfield Senior Center,13843.542027337711
max_coverage,420039805001,0,Greenfield Senior Center,1655.013629098134
max_coverage,420035619001,0,Greenfield Senior Center,8227.238150334042
max_coverage,420032614003,0,Greenfield Senior Center,10051.285448610377
max_coverage,420031920002,70,BROOKLINE LIBRARY,1030.2001673622076
max_coverage,420031517006,0,Greenfield Senior Center,493.94144027744545
max_coverage,420031414002,0,Greenfield Senior Center,1559.4477530747583
max_coverage,420034639002,0,Greenfield Senior Center,14336.557200270652
max_coverage,420034803002,0,Greenfield Senior Center,10882.845967322419
max_coverage,420034845001,0,Greenfield Senior Center,6993.987720821823
max_coverage,420034845004,0,Greenfield Senior Center,6336.754013199277
max_coverage,420031920001,0,Greenfield Senior Center,11157.458610777312
max_coverage,420030201004,0,Greenfield Senior Center,6179.628687349634
max_coverage,420031414001,0,Greenfield Senior Center,1379.5204567151973
max_coverage,420031018001,0,Greenfield Senior Center,8275.597174193512
max_coverage,420034656002,0,Greenfield Senior Center,13346.513148934378
max_coverage,420034658002,0,Greenfield Senior Center,14288.230591977312
max_coverage,420034658003,0,Greenfield Senior Center,15166.803042286354
max_coverage,420032902001,0,Greenfield Senior Center,9934.141892754553
max_coverage,420034643001,0,Greenfield Senior Center,14085.067072629403
max_coverage,420035231004,0,Greenfield Senior Center,8228.807910360752
max_coverage,420034644003,0,Greenfield Senior Center,13452.908706492231
max_coverage,420034656001,0,Greenfield Senior Center,14071.281509749631
max_coverage,420031920003,0,Greenfield Senior Center,11886.465781495523
max_coverage,420032509002,0,Greenfield Senior Center,9383.874013176042
max_coverage,420032901002,0,Greenfield Senior Center,10316.945795555182
max_coverage,420032901003,0,Greenfield Senior Center,10545.674663183849
max_coverage,420032902002,0,Greenfield Senior Center,9928.051149791976
max_coverage,420032902003,0,Greenfield Senior Center,9967.846130624546
max_coverage,420032902004,0,Greenfield Senior Center,9706.993753581854
max_coverage,420034291001,0,Greenfield Senior Center,14104.770468108725
max_coverage,420034297001,0,Greenfield Senior Center,16220.18218876926
max_coverage,420033206002,0,Greenfield Senior Center,11933.484681663058
max_coverage,420033207001,0,Greenfield Senior Center,11955.545875241298
max_coverage,420034761001,0,Greenfield Senior Center,14082.954759270513
max_coverage,420033207002,0,Greenfield Senior Center,12859.642591679609
max_coverage,420034825001,0,Greenfield Senior Center,5389.710271579426
max_coverage,420034762001,0,Greenfield Senior Center,13690.757422063749
max_coverage,420031411001,0,Greenfield Senior Center,4443.978324697842
max_coverage,420034803003,0,Greenfield Senior Center,10763.24025619726
max_coverage,420035231001,0,Greenfield Senior Center,11210.344544960057
max_coverage,420030201002,0,Greenfield Senior Center,7180.508653546206
max_coverage,420035605002,0,Greenfield Senior Center,5493.276504859431
max_coverage,420030201001,0,Greenfield Senior Center,7190.710918901699
max_coverage,420030703001,0,Greenfield Senior Center,4468.619803452164
max_coverage,420034810001,77,KNOXVILLE LIBRARY,522.2570709212941
max_coverage,420034810002,77,KNOXVILLE LIBRARY,615.0413854688425
max_coverage,420034810003,77,KNOXVILLE LIBRARY,488.8836005988693
max_coverage,420034810004,77,KNOXVILLE LIBRARY,892.2299117436625
max_coverage,420030201003,0,Greenfield Senior Center,6651.26729808942
max_coverage,420030402002,0,Greenfield Senior Center,4425.770730173595
max_coverage,420030404001,80,MAIN (OAKLAND) LIBRARY,433.37564650805473
max_coverage,420030405001,80,MAIN (OAKLAND) LIBRARY,674.4508786938637
max_coverage,420030405002,0,Greenfield Senior Center,3857.4425349872945
max_coverage,420030510002,0,Greenfield Senior Center,4730.4193518139
max_coverage,420030511001,0,Greenfield Senior Center,5846.156692948763
max_coverage,420030603002,0,Greenfield Senior Center,7526.018971431146
max_coverage,420030605001,0,Greenfield Senior Center,6589.040600457406
max_coverage,420030605002,0,Greenfield Senior Center,6659.81292760723
max_coverage,420030708002,0,Greenfield Senior Center,4771.473572977284
max_coverage,420030703002,0,Greenfield Senior Center,4295.954152564825
max_coverage,420032602001,0,Greenfield Senior Center,14041.214433730349
max_coverage,420032602002,0,Greenfield Senior Center,13262.83322612542
max_coverage,420032607001,0,Greenfield Senior Center,11874.810867378554
max_coverage,420032607002,0,Greenfield Senior Center,11386.426772771627
max_coverage,420034772001,0,Greenfield Senior Center,12617.630902711153
max_coverage,420030409001,0,Greenfield Senior Center,3905.5436301053905
max_coverage,420030409002,0,Greenfield Senior Center,3846.859467639402
max_coverage,420030501001,0,Greenfield Senior Center,5962.153551951876
max_coverage,420030406001,80,MAIN (OAKLAND) LIBRARY,1073.5412757113675
max_coverage,420030501002,0,Greenfield Senior Center,5847.607087432857
max_coverage,420030703003,0,Greenfield Senior Center,4433.729658828803
max_coverage,420030705001,12,East Liberty Community Center,887.5085053628751
max_coverage,420030705003,12,East Liberty Community Center,751.1367651870484
max_coverage,420030706001,12,East Liberty Community Center,1072.4611845405357
max_coverage,420030706002,0,Greenfield Senior Center,4239.289013203229
max_coverage,420030708001,12,East Liberty Community Center,797.5186072312541
max_coverage,420030901001,0,Greenfield Senior Center,7988.856161097686
max_coverage,420030709001,0,Greenfield Senior Center,4981.928044037341
max_coverage,420030709002,80,MAIN (OAKLAND) LIBRARY,1166.6327126216236
max_coverage,420031102003,0,Greenfield Senior Center,7203.888298694707
max_coverage,420030902001,0,Greenfield Senior Center,7010.443539667458
max_coverage,420030902002,0,Greenfield Senior Center,6910.78850813841
max_coverage,420030903001,0,Greenfield Senior Center,6160.263885627713
max_coverage,420030903002,0,Greenfield Senior Center,6425.050485181287
max_coverage,420031102002,0,Greenfield Senior Center,7210.135428888844
max_coverage,420031102004,0,Greenfield Senior Center,6860.817349821153
max_coverage,420031203001,0,Greenfield Senior Center,7614.389074862211
max_coverage,420031203002,0,Greenfield Senior Center,7499.628463068845
max_coverage,420032615001,0,Greenfield Senior Center,10694.746858182505
max_coverage,420032620001,0,Greenfield Senior Center,9359.570591217414
max_coverage,420032620002,0,Greenfield Senior Center,10142.940248162544
max_coverage,420031005001,0,Greenfield Senior Center,7441.107463359956
max_coverage,420031005002,0,Greenfield Senior Center,8379.949095905877
max_coverage,420031011001,0,Greenfield Senior Center,8677.77591194272
max_coverage,420031011002,0,Greenfield Senior Center,9459.019653508405
max_coverage,420031113001,0,Greenfield Senior Center,6586.871851676826
max_coverage,420031014001,0,Greenfield Senior Center,8656.103147068006
max_coverage,420031014004,0,Greenfield Senior Center,7604.619301698463
max_coverage,420031106003,0,Greenfield Senior Center,6691.825990009136
max_coverage,420031404003,0,Greenfield Senior Center,4269.78467697401
max_coverage,420034803001,0,Greenfield Senior Center,11547.251548021108
max_coverage,420031113002,12,East Liberty Community Center,898.3871226755277
max_coverage,420031113003,12,East Liberty Community Center,789.3720762045439
max_coverage,420031113004,12,East Liberty Community Center,968.2079871457496
max_coverage,420031114001,12,East Liberty Community Center,852.0962939196713
max_coverage,420031114002,12,East Liberty Community Center,1031.307527682294
max_coverage,420031115002,12,East Liberty Community Center,260.3558995646673
max_coverage,420031302001,1,Homewood Senior Center,338.92504084930766
max_coverage,420031405001,0,Greenfield Senior Center,5662.626563544568
max_coverage,420031405002,0,Greenfield Senior Center,5072.5817863592265
max_coverage,420031408001,0,Greenfield Senior Center,2542.8517675027274
max_coverage,420031414003,0,Greenfield Senior Center,1906.2221195646414
max_coverage,420034883001,0,Greenfield Senior Center,7935.448161586741
max_coverage,420031413002,0,Greenfield Senior Center,2199.830458337356
max_coverage,420031413003,0,Greenfield Senior Center,2357.519374132701
max_coverage,420031516001,0,Greenfield Senior Center,896.6199539704311
max_coverage,420031401001,80,MAIN (OAKLAND) LIBRARY,1073.052777734229
max_coverage,420031408002,0,Greenfield Senior Center,2455.3144462292794
max_coverage,420031408003,0,Greenfield Senior Center,1934.0680371023643
max_coverage,420031413001,0,Greenfield Senior Center,2232.699383153849
max_coverage,420031403001,0,Greenfield Senior Center,3758.3848085469103
max_coverage,420033001002,77,KNOXVILLE LIBRARY,446.4270190539493
max_coverage,420030705002,12,East Liberty Community Center,1170.8980550402898
max_coverage,420031807001,4,Mount Washington Senior Center,765.5324908179222
max_coverage,420031517001,0,Greenfield Senior Center,853.696898619576
max_coverage,420034211003,0,Greenfield Senior Center,18804.892343815332
max_coverage,420032022001,2,Sheraden Senior Center,1049.6463007829457
max_coverage,420032815002,0,Greenfield Senior Center,12457.046635711724
max_coverage,420031102001,0,Greenfield Senior Center,7550.333774549616
max_coverage,420033001001,77,KNOXVILLE LIBRARY,733.4509453786224
max_coverage,420032904001,0,Greenfield Senior Center,11268.847596351041
max_coverage,420032904002,0,Greenfield Senior Center,10826.182067637936
max_coverage,420033102003,0,Greenfield Senior Center,8146.707148132279
max_coverage,420031106001,0,Greenfield Senior Center,7049.702288234728
max_coverage,420031920005,0,Greenfield Senior Center,11081.309821602024
max_coverage,420034804002,0,Greenfield Senior Center,12721.895000091195
max_coverage,420030404002,80,MAIN (OAKLAND) LIBRARY,685.1911117391733
max_coverage,420031915001,0,Greenfield Senior Center,8971.072739433646
max_coverage,420031916001,0,Greenfield Senior Center,11125.43668900224
max_coverage,420031014003,0,Greenfield Senior Center,7139.65176975986
max_coverage,420032022002,2,Sheraden Senior Center,685.4776159722421
max_coverage,420032023001,0,Greenfield Senior Center,12438.736718265176
max_coverage,420032023002,0,Greenfield Senior Center,14072.977817964322
max_coverage,420032023003,0,Greenfield Senior Center,13920.526921216357
max_coverage,420034885002,0,Greenfield Senior Center,9896.5578983075
max_coverage,420032703002,0,Greenfield Senior Center,12977.07877279597
max_coverage,420031920004,70,BROOKLINE LIBRARY,1128.186016167533
max_coverage,420034838002,0,Greenfield Senior Center,3243.6673438779853
max_coverage,420031302002,1,Homewood Senior Center,490.8210360670074
max_coverage,420031916003,0,Greenfield Senior Center,10799.104811920619
max_coverage,420031702002,45,Oliver Bath House,900.6295848262189
max_coverage,420034291002,0,Greenfield Senior Center,15687.584605258126
max_coverage,420034639001,0,Greenfield Senior Center,16014.21139672709
max_coverage,420031517002,0,Greenfield Senior Center,744.8136154850456
max_coverage,420035641001,0,Greenfield Senior Center,17436.75493126342
max_coverage,420034705021,0,Greenfield Senior Center,16388.554838279797
max_coverage,420034658001,0,Greenfield Senior Center,13468.6155166376
max_coverage,420034690001,0,Greenfield Senior Center,13603.797998595941
max_coverage,420031014002,0,Greenfield Senior Center,8148.947441433081
max_coverage,420035153002,0,Greenfield Senior Center,4858.203052877422
max_coverage,420035231003,0,Greenfield Senior Center,8530.353547933264
max_coverage,420031918003,70,BROOKLINE LIBRARY,851.5630482960779
max_coverage,420035630002,0,Greenfield Senior Center,14710.731047621379
max_coverage,420032022003,2,Sheraden Senior Center,986.1478111517866
max_coverage,420032814002,0,Greenfield Senior Center,12015.530650278653
max_coverage,420035627002,0,Greenfield Senior Center,8361.8604237226
max_coverage,420030402001,0,Greenfield Senior Center,4906.736086546408
max_coverage,420034240002,0,Greenfield Senior Center,12616.092612351342
max_coverage,420031115001,12,East Liberty Community Center,668.4427847656918
max_coverage,420031019001,0,Greenfield Senior Center,6913.50161048199
max_coverage,420031019002,0,Greenfield Senior Center,6390.247345238384
max_coverage,420031019003,12,East Liberty Community Center,1234.5666755755747
max_coverage,420031307002,1,Homewood Senior Center,652.7163140743953
max_coverage,420031115003,12,East Liberty Community Center,826.8611645075289
max_coverage,420031209002,0,Greenfield Senior Center,6006.08877335405
max_coverage,420031209001,0,Greenfield Senior Center,6623.803444332235
max_coverage,420031307003,1,Homewood Senior Center,992.9893781636051
max_coverage,420031412003,0,Greenfield Senior Center,4812.993521998621
max_coverage,420030103022,0,Greenfield Senior Center,4982.084969421589
max_coverage,420031308002,1,Homewood Senior Center,493.95923024684043
max_coverage,420031308003,1,Homewood Senior Center,837.4418066130058
max_coverage,420031307001,1,Homewood Senior Center,999.0467241275041
max_coverage,420031308001,1,Homewood Senior Center,945.9590840321514
max_coverage,420035648001,0,Greenfield Senior Center,7292.947608028801
max_coverage,420030103011,45,Oliver Bath House,1030.1948467431703
max_coverage,420030406002,0,Greenfield Senior Center,3763.9726386215107
max_coverage,420035653001,0,Greenfield Senior Center,13384.314079264625
